matricula,nombre,apellidos,f_nacimiento,sexo,egreso,area,estado_laboral,sueldo
8545807,Nombre 907,Apellido 907,18/02/1992,H,23/07/2021,medicina,1,24001
8966278,Nombre 908,Apellido 908,27/04/2004,M,05/04/2024,ciencias sociales,1,24001
8410069,Nombre 909,Apellido 909,25/05/2005,M,03/08/2026,ciencias sociales,1,24001
9909336,Nombre 910,Apellido 910,16/08/1975,H,19/10/2020,ciencias sociales,1,24001
4028600,Nombre 911,Apellido 911,09/10/1997,H,30/04/2021,ingeniería,1,24001
3888195,Nombre 912,Apellido 912,04/01/2006,H,06/09/2026,ciencias sociales,1,24001
9760289,Nombre 913,Apellido 913,23/09/1970,H,09/04/2016,humanidades,1,24001
1708042,Nombre 914,Apellido 914,23/08/1987,H,15/05/2009,medicina,1,24001
7856454,Nombre 915,Apellido 915,22/03/1984,H,18/10/2006,ciencias sociales,1,24001
9700091,Nombre 916,Apellido 916,24/09/2001,H,08/06/2021,ciencias sociales,0,
7459531,Nombre 917,Apellido 917,15/10/2007,H,24/10/2026,humanidades,1,24001
8578165,Nombre 918,Apellido 918,27/11/2006,H,21/06/2026,ingeniería,1,24001
3927596,Nombre 919,Apellido 919,01/04/1972,H,23/03/2004,humanidades,1,24001
9630481,Nombre 920,Apellido 920,05/08/2004,H,06/10/2025,humanidades,1,24001
9567448,Nombre 921,Apellido 921,24/05/1998,M,18/04/2022,ingeniería,1,24001
8167511,Nombre 922,Apellido 922,04/10/1970,M,16/10/2012,ciencias sociales,0,
7471555,Nombre 923,Apellido 923,12/06/1989,H,20/10/2016,ingeniería,0,
1534276,Nombre 924,Apellido 924,28/12/2003,H,23/12/2023,humanidades,1,24001
4857726,Nombre 925,Apellido 925,08/10/1979,H,04/09/2002,medicina,1,24001
5042690,Nombre 926,Apellido 926,09/02/2006,M,12/04/2026,ciencias sociales,1,24001
6562923,Nombre 927,Apellido 927,12/09/1985,M,16/12/2007,ciencias sociales,1,24001
3031805,Nombre 928,Apellido 928,25/10/1998,H,23/05/2020,humanidades,1,24001
9364917,Nombre 929,Apellido 929,11/06/1988,H,11/10/2016,medicina,1,24001
8004991,Nombre 930,Apellido 930,01/10/1986,M,28/09/2022,humanidades,1,24001
1435879,Nombre 931,Apellido 931,19/01/1976,H,18/12/2023,humanidades,1,24001
2233589,Nombre 932,Apellido 932,07/05/1986,M,13/01/2013,humanidades,0,
2288496,Nombre 933,Apellido 933,09/06/1987,M,17/05/2024,humanidades,1,24001
7213583,Nombre 934,Apellido 934,26/01/1986,M,02/10/2024,ciencias sociales,1,24001
8395792,Nombre 935,Apellido 935,06/07/1971,H,03/07/2002,ciencias sociales,0,
2283701,Nombre 936,Apellido 936,17/10/2005,H,11/04/2026,ciencias sociales,1,24001
5336390,Nombre 937,Apellido 937,02/07/1979,M,14/01/2011,humanidades,1,24001
9980689,Nombre 938,Apellido 938,05/11/1976,H,03/11/2019,ciencias sociales,1,24001
6059410,Nombre 939,Apellido 939,28/02/2004,M,28/07/2024,medicina,1,24001
2074217,Nombre 940,Apellido 940,10/07/1973,H,26/11/2001,humanidades,0,
5001407,Nombre 941,Apellido 941,26/08/2006,M,13/08/2026,medicina,1,24001
2706646,Nombre 942,Apellido 942,10/03/2002,M,11/04/2022,medicina,0,
3140477,Nombre 943,Apellido 943,30/06/1988,H,07/06/2016,ingeniería,1,24001
9888145,Nombre 944,Apellido 944,06/03/2001,H,01/07/2024,humanidades,1,24001
4796314,Nombre 945,Apellido 945,25/10/1992,H,08/06/2022,medicina,0,
1326948,Nombre 946,Apellido 946,19/06/1974,H,18/10/1999,humanidades,1,24001
6285947,Nombre 947,Apellido 947,03/04/1981,H,02/11/2001,ciencias sociales,0,
6137667,Nombre 948,Apellido 948,03/11/1975,M,10/09/2000,medicina,1,24001
2308140,Nombre 949,Apellido 949,17/10/1998,M,03/04/2024,medicina,1,24001
2221037,Nombre 950,Apellido 950,20/10/1991,M,15/02/2018,humanidades,1,24001
5708588,Nombre 951,Apellido 951,28/09/1971,M,13/07/2015,medicina,0,
2845661,Nombre 952,Apellido 952,20/07/1978,M,11/05/2005,ingeniería,0,
6217892,Nombre 953,Apellido 953,27/12/1991,M,02/07/2019,humanidades,1,24001
4245965,Nombre 954,Apellido 954,17/02/1989,H,29/11/2021,ciencias sociales,1,24001
8962028,Nombre 955,Apellido 955,26/09/2000,H,30/03/2022,humanidades,1,24001
6699060,Nombre 956,Apellido 956,21/05/1982,H,09/05/2008,ciencias sociales,1,24001
6653986,Nombre 957,Apellido 957,11/09/2002,M,07/04/2026,humanidades,0,
4983719,Nombre 958,Apellido 958,24/01/1975,M,01/08/2012,humanidades,1,24001
1504859,Nombre 959,Apellido 959,01/07/1974,H,07/08/1995,ciencias sociales,0,
6278594,Nombre 960,Apellido 960,21/04/1972,M,14/04/2016,humanidades,1,24001
1098805,Nombre 961,Apellido 961,04/06/1973,M,01/07/2013,ciencias sociales,1,24001
3776965,Nombre 962,Apellido 962,26/04/1988,M,28/01/2018,ciencias sociales,0,
7930478,Nombre 963,Apellido 963,23/11/1980,M,07/08/2015,humanidades,1,24001
7742632,Nombre 964,Apellido 964,05/07/2006,H,09/08/2025,humanidades,1,24001
5698242,Nombre 965,Apellido 965,30/08/1994,H,18/03/2016,medicina,1,24001
3025067,Nombre 966,Apellido 966,16/06/1980,M,01/08/2019,ingeniería,1,24001
1291623,Nombre 967,Apellido 967,29/08/1978,M,07/05/2002,ciencias sociales,1,24001
1421374,Nombre 968,Apellido 968,05/07/1970,M,20/01/2018,ingeniería,0,
2321178,Nombre 969,Apellido 969,03/02/1995,M,14/02/2023,ingeniería,1,24001
6747483,Nombre 970,Apellido 970,02/05/1974,H,25/08/2000,ingeniería,1,24001
3101850,Nombre 971,Apellido 971,31/05/1979,M,15/03/2019,ciencias sociales,1,24001
7952115,Nombre 972,Apellido 972,07/12/1972,H,27/06/2009,humanidades,0,
2554072,Nombre 973,Apellido 973,31/07/1992,M,04/03/2016,medicina,0,
8599957,Nombre 974,Apellido 974,16/06/1976,M,19/06/2015,ingeniería,1,24001
3924843,Nombre 975,Apellido 975,17/05/1985,M,03/09/2006,ciencias sociales,1,24001
5478604,Nombre 976,Apellido 976,11/01/2002,H,27/11/2024,medicina,1,24001
1123234,Nombre 977,Apellido 977,24/04/1988,M,11/06/2009,medicina,1,24001
6885263,Nombre 978,Apellido 978,05/07/1977,M,13/09/2002,humanidades,1,24001
2415188,Nombre 979,Apellido 979,05/01/1996,M,24/01/2020,ciencias sociales,1,24001
2623037,Nombre 980,Apellido 980,16/01/1979,H,09/02/2006,ciencias sociales,1,24001
7494726,Nombre 981,Apellido 981,09/10/1998,H,16/07/2020,medicina,1,24001
3641073,Nombre 982,Apellido 982,15/11/1985,H,15/05/2008,medicina,0,
5006579,Nombre 983,Apellido 983,28/01/1999,M,19/12/2020,ciencias sociales,0,
7002311,Nombre 984,Apellido 984,02/01/1982,M,16/11/2003,ciencias sociales,0,
9939452,Nombre 985,Apellido 985,10/08/1989,M,29/05/2018,humanidades,1,24001
7799041,Nombre 986,Apellido 986,10/07/1989,H,14/09/2016,humanidades,0,
1692127,Nombre 987,Apellido 987,13/05/1973,H,04/10/1998,humanidades,0,
4372133,Nombre 988,Apellido 988,29/03/1973,M,25/01/2003,medicina,1,24001
3120571,Nombre 989,Apellido 989,04/11/1987,M,08/06/2016,medicina,1,24001
2601446,Nombre 990,Apellido 990,28/10/1977,M,07/10/2000,ciencias sociales,0,
7461990,Nombre 991,Apellido 991,11/04/1980,H,27/08/2003,humanidades,1,24001
5741076,Nombre 992,Apellido 992,09/10/1975,M,11/03/2011,humanidades,0,
1106285,Nombre 993,Apellido 993,06/12/1987,H,02/09/2021,ciencias sociales,1,24001
2666385,Nombre 994,Apellido 994,14/08/1993,H,01/06/2019,humanidades,1,24001
4266646,Nombre 995,Apellido 995,22/08/1980,H,08/02/2012,ciencias sociales,1,24001
9012268,Nombre 996,Apellido 996,08/11/1972,H,12/02/2008,ciencias sociales,1,24001
9464080,Nombre 997,Apellido 997,25/08/1985,M,26/06/2017,medicina,1,24001
8090930,Nombre 998,Apellido 998,09/04/1972,M,22/07/2023,ciencias sociales,0,
8654761,Nombre 999,Apellido 999,23/07/1996,M,07/01/2016,ciencias sociales,0,
5443220,Nombre 1000,Apellido 1000,17/10/1989,M,03/03/2015,ciencias sociales,1,24001
4865591,Nombre 1001,Apellido 1001,23/09/1992,M,18/01/2023,humanidades,1,24001
6367141,Nombre 1002,Apellido 1002,20/12/2006,H,28/02/2026,ciencias sociales,1,24001
3598235,Nombre 1003,Apellido 1003,10/06/1993,M,13/07/2012,humanidades,1,24001
7927600,Nombre 1004,Apellido 1004,18/12/1980,M,30/07/2013,ciencias sociales,0,
8033150,Nombre 1005,Apellido 1005,23/05/1978,M,03/01/1998,ciencias sociales,0,
4255769,Nombre 1006,Apellido 1006,28/04/2001,H,20/03/2021,humanidades,1,24001
4293915,Nombre 1007,Apellido 1007,06/12/1984,H,28/08/2007,ingeniería,1,24001
1587933,Nombre 1008,Apellido 1008,30/04/1998,M,13/09/2017,humanidades,1,24001
8016532,Nombre 1009,Apellido 1009,02/09/1971,M,17/10/2004,medicina,1,24001
8370717,Nombre 1010,Apellido 1010,01/05/1988,M,16/08/2013,ciencias sociales,1,24001
5054850,Nombre 1011,Apellido 1011,03/02/2003,M,13/05/2025,ciencias sociales,1,24001
3983142,Nombre 1012,Apellido 1012,05/08/1996,M,07/06/2019,medicina,1,24001
9747554,Nombre 1013,Apellido 1013,14/04/1991,M,15/03/2011,ciencias sociales,0,
6914820,Nombre 1014,Apellido 1014,15/04/1982,H,01/05/2025,medicina,0,
6486323,Nombre 1015,Apellido 1015,18/03/1988,M,22/05/2020,medicina,1,24001
7199612,Nombre 1016,Apellido 1016,19/07/1994,H,23/05/2019,humanidades,1,24001
7951338,Nombre 1017,Apellido 1017,29/12/1996,H,10/03/2025,ingeniería,1,24001
1031926,Nombre 1018,Apellido 1018,28/07/2003,H,22/07/2026,ciencias sociales,1,24001
5072778,Nombre 1019,Apellido 1019,02/06/1984,H,11/03/2010,humanidades,0,
4829517,Nombre 1020,Apellido 1020,30/11/1981,M,04/01/2011,humanidades,0,
3248648,Nombre 1021,Apellido 1021,27/08/1996,M,12/06/2026,ingeniería,1,24001
6827603,Nombre 1022,Apellido 1022,07/05/1987,M,15/01/2010,ciencias sociales,1,24001
6285023,Nombre 1023,Apellido 1023,24/01/2005,H,18/08/2026,ingeniería,1,24001
4308619,Nombre 1024,Apellido 1024,21/07/2003,M,05/01/2023,ingeniería,1,24001
8517981,Nombre 1025,Apellido 1025,20/01/1974,M,30/11/1994,ingeniería,1,24001
1022426,Nombre 1026,Apellido 1026,12/12/1996,M,03/11/2026,ciencias sociales,1,24001
5454082,Nombre 1027,Apellido 1027,26/01/1983,M,29/10/2018,medicina,1,24001
8284462,Nombre 1028,Apellido 1028,26/03/1997,H,02/09/2024,ciencias sociales,1,24001
5077274,Nombre 1029,Apellido 1029,15/11/1971,H,19/03/2015,ciencias sociales,0,
2916521,Nombre 1030,Apellido 1030,01/03/1975,M,22/11/2008,ciencias sociales,1,24001
5450096,Nombre 1031,Apellido 1031,05/11/1987,H,12/02/2025,ingeniería,1,24001
5361928,Nombre 1032,Apellido 1032,01/09/1993,M,29/01/2022,medicina,1,24001
6617454,Nombre 1033,Apellido 1033,25/05/1980,M,03/06/2012,humanidades,1,24001
6194451,Nombre 1034,Apellido 1034,16/04/1973,M,16/09/2012,humanidades,0,
4235392,Nombre 1035,Apellido 1035,12/10/1975,M,03/02/2003,ingeniería,1,24001
8127294,Nombre 1036,Apellido 1036,10/02/2002,M,10/09/2025,ingeniería,1,24001
6329219,Nombre 1037,Apellido 1037,17/01/1980,M,27/05/2011,ciencias sociales,0,
4047686,Nombre 1038,Apellido 1038,11/07/1993,M,25/01/2024,humanidades,1,24001
8800225,Nombre 1039,Apellido 1039,04/02/2003,M,16/04/2023,humanidades,0,
9544270,Nombre 1040,Apellido 1040,12/06/1978,H,03/06/2020,humanidades,1,24001
2673955,Nombre 1041,Apellido 1041,22/07/1997,M,09/12/2018,medicina,1,24001
4715576,Nombre 1042,Apellido 1042,26/04/1970,M,27/05/2008,ciencias sociales,1,24001
4238747,Nombre 1043,Apellido 1043,13/06/1992,M,05/08/2022,ciencias sociales,1,24001
5077096,Nombre 1044,Apellido 1044,17/05/1984,M,31/05/2010,humanidades,0,
5478022,Nombre 1045,Apellido 1045,02/04/2005,M,08/04/2026,humanidades,1,24001
7614610,Nombre 1046,Apellido 1046,04/03/1972,M,27/06/1992,ingeniería,1,24001
6565470,Nombre 1047,Apellido 1047,09/05/1988,M,12/09/2009,humanidades,1,24001
9554766,Nombre 1048,Apellido 1048,22/12/1981,M,09/09/2018,medicina,0,
7812123,Nombre 1049,Apellido 1049,12/04/1993,H,14/01/2019,humanidades,1,24001
6646915,Nombre 1050,Apellido 1050,20/06/1991,H,22/09/2016,ciencias sociales,1,24001
3354278,Nombre 1051,Apellido 1051,13/01/1996,H,07/05/2017,humanidades,1,24001
7562209,Nombre 1052,Apellido 1052,14/07/2006,H,21/12/2025,ciencias sociales,1,24001
7571165,Nombre 1053,Apellido 1053,14/10/1995,H,25/01/2025,medicina,1,24001
9731766,Nombre 1054,Apellido 1054,27/03/1970,H,25/05/2023,ciencias sociales,0,
6749150,Nombre 1055,Apellido 1055,28/03/1982,M,15/08/2003,humanidades,1,24001
9250822,Nombre 1056,Apellido 1056,17/08/1984,H,06/02/2013,ciencias sociales,1,24001
6275175,Nombre 1057,Apellido 1057,11/05/1985,H,10/09/2022,humanidades,1,24001
5869499,Nombre 1058,Apellido 1058,15/05/1993,H,24/08/2026,ingeniería,1,24001
2707657,Nombre 1059,Apellido 1059,16/08/1972,M,07/07/2008,ingeniería,1,24001
4770867,Nombre 1060,Apellido 1060,13/11/2003,H,27/05/2026,ciencias sociales,1,24001
5100262,Nombre 1061,Apellido 1061,20/03/1998,H,21/11/2020,ciencias sociales,0,
3604594,Nombre 1062,Apellido 1062,06/02/1992,M,27/11/2020,ciencias sociales,1,24001
3025346,Nombre 1063,Apellido 1063,13/08/1980,H,16/06/2021,ciencias sociales,1,24001
4751430,Nombre 1064,Apellido 1064,20/10/2003,M,28/08/2023,ciencias sociales,1,24001
1697255,Nombre 1065,Apellido 1065,25/01/2003,H,28/02/2023,humanidades,1,24001
3388607,Nombre 1066,Apellido 1066,21/02/1991,M,09/01/2020,medicina,1,24001
4693165,Nombre 1067,Apellido 1067,05/09/1994,M,21/10/2022,ciencias sociales,1,24001
1166404,Nombre 1068,Apellido 1068,12/04/2004,M,01/12/2023,humanidades,1,24001
9448183,Nombre 1069,Apellido 1069,29/03/1983,H,15/07/2024,ingeniería,1,24001
5973223,Nombre 1070,Apellido 1070,07/03/1976,H,07/03/1998,ciencias sociales,1,24001
7559915,Nombre 1071,Apellido 1071,09/04/2004,H,05/05/2025,ingeniería,1,24001
6774219,Nombre 1072,Apellido 1072,02/07/1974,M,21/10/1998,ciencias sociales,0,
7995964,Nombre 1073,Apellido 1073,11/03/2000,M,23/12/2023,ciencias sociales,1,24001
1285644,Nombre 1074,Apellido 1074,16/08/1995,H,14/01/2016,ingeniería,1,24001
3473363,Nombre 1075,Apellido 1075,22/01/1989,M,01/03/2025,humanidades,1,24001
5192481,Nombre 1076,Apellido 1076,02/02/1987,M,05/06/2017,humanidades,1,24001
6011639,Nombre 1077,Apellido 1077,23/08/1986,M,06/02/2020,ingeniería,1,24001
1046409,Nombre 1078,Apellido 1078,17/11/1992,H,26/07/2021,medicina,0,
7803214,Nombre 1079,Apellido 1079,13/05/2005,M,06/10/2025,ingeniería,1,24001
3412754,Nombre 1080,Apellido 1080,13/12/1979,H,06/05/2014,ciencias sociales,1,24001
1282655,Nombre 1081,Apellido 1081,22/04/1985,H,17/09/2013,ingeniería,1,24001
6129816,Nombre 1082,Apellido 1082,26/02/1982,M,14/03/2026,ingeniería,0,
4632916,Nombre 1083,Apellido 1083,02/07/1990,H,10/01/2023,medicina,0,
8911086,Nombre 1084,Apellido 1084,11/07/1979,M,08/05/2016,medicina,1,24001
2471879,Nombre 1085,Apellido 1085,30/01/1995,H,12/01/2026,ciencias sociales,1,24001
7034507,Nombre 1086,Apellido 1086,16/07/1987,M,04/01/2020,humanidades,1,24001
7075799,Nombre 1087,Apellido 1087,01/08/1971,H,10/11/1990,medicina,1,24001
9698179,Nombre 1088,Apellido 1088,16/08/1978,H,23/05/2012,humanidades,1,24001
5914211,Nombre 1089,Apellido 1089,05/03/1996,H,03/12/2025,ciencias sociales,0,
5207521,Nombre 1090,Apellido 1090,26/09/1974,H,12/08/2013,ciencias sociales,1,24001
3286870,Nombre 1091,Apellido 1091,29/01/2003,H,06/10/2025,ingeniería,1,24001
4326015,Nombre 1092,Apellido 1092,12/06/1983,M,18/08/2010,humanidades,1,24001
7654795,Nombre 1093,Apellido 1093,14/07/1976,M,16/09/2025,medicina,0,
9277074,Nombre 1094,Apellido 1094,17/01/1981,M,30/03/2007,ciencias sociales,1,24001
6167139,Nombre 1095,Apellido 1095,08/07/1994,H,05/02/2015,ingeniería,1,24001
9014784,Nombre 1096,Apellido 1096,28/06/1981,H,31/08/2011,ingeniería,1,24001
8731654,Nombre 1097,Apellido 1097,23/03/1991,M,25/05/2016,humanidades,1,24001
1167516,Nombre 1098,Apellido 1098,15/04/1984,M,28/11/2024,ingeniería,1,24001
9961309,Nombre 1099,Apellido 1099,27/04/1973,H,07/04/2000,medicina,1,24001
1185570,Nombre 1100,Apellido 1100,09/10/2004,H,28/08/2026,ciencias sociales,1,24005.1
2782745,Nombre 1101,Apellido 1101,12/01/1975,M,16/11/2022,humanidades,1,24015.32
8030736,Nombre 1102,Apellido 1102,11/06/1996,M,09/08/2020,ingeniería,1,24050.55
3550388,Nombre 1103,Apellido 1103,21/01/1989,M,16/01/2013,ciencias sociales,1,24078.56
6008074,Nombre 1104,Apellido 1104,16/02/1976,H,22/07/2017,ingeniería,1,24088.22
4004169,Nombre 1105,Apellido 1105,19/07/1972,M,07/01/2010,ciencias sociales,1,24100.84
8647779,Nombre 1106,Apellido 1106,07/01/1988,M,30/11/2007,ciencias sociales,0,
8539452,Nombre 1107,Apellido 1107,07/08/1998,H,08/12/2024,humanidades,0,
3029184,Nombre 1108,Apellido 1108,22/01/2003,M,27/08/2024,ingeniería,1,24113.74
7031671,Nombre 1109,Apellido 1109,03/07/1971,H,05/02/2011,ciencias sociales,1,24115.33
7334107,Nombre 1110,Apellido 1110,21/09/1979,H,29/07/2021,ciencias sociales,1,24138.97
5575987,Nombre 1111,Apellido 1111,02/10/1981,H,13/07/2004,humanidades,1,24197.06
2599365,Nombre 1112,Apellido 1112,16/10/1999,H,27/08/2019,humanidades,1,24226.22
4257461,Nombre 1113,Apellido 1113,08/04/1985,M,26/08/2014,medicina,0,
7476142,Nombre 1114,Apellido 1114,19/07/2001,M,19/03/2022,ciencias sociales,1,24258.01
3334431,Nombre 1115,Apellido 1115,29/01/1997,H,01/08/2023,medicina,1,24345.6
7556095,Nombre 1116,Apellido 1116,27/01/2001,H,22/06/2024,humanidades,1,24387.18
4766962,Nombre 1117,Apellido 1117,12/09/1989,H,10/08/2011,medicina,1,24755.44
8547134,Nombre 1118,Apellido 1118,11/04/1997,M,12/11/2022,ciencias sociales,0,
9970111,Nombre 1119,Apellido 1119,24/12/2001,M,24/04/2026,humanidades,1,24887.35
7162735,Nombre 1120,Apellido 1120,13/01/1996,M,16/06/2019,ciencias sociales,0,
8644587,Nombre 1121,Apellido 1121,10/05/2006,H,25/05/2026,ciencias sociales,0,
4993802,Nombre 1122,Apellido 1122,28/03/1980,M,12/02/2010,ciencias sociales,1,24912.76
6423872,Nombre 1123,Apellido 1123,21/04/1985,M,01/10/2008,ciencias sociales,0,
8217409,Nombre 1124,Apellido 1124,10/07/1985,M,17/06/2013,humanidades,1,24946.11
7934909,Nombre 1125,Apellido 1125,23/02/1997,M,09/11/2019,humanidades,0,
5911659,Nombre 1126,Apellido 1126,13/05/1977,M,26/04/2011,ingeniería,1,25040.63
9825265,Nombre 1127,Apellido 1127,27/02/2004,M,26/12/2024,ciencias sociales,1,25080.43
9860474,Nombre 1128,Apellido 1128,26/12/1982,M,15/11/2009,humanidades,1,25092.22
8789078,Nombre 1129,Apellido 1129,10/01/2000,M,26/04/2022,ciencias sociales,1,25113.35
3866941,Nombre 1130,Apellido 1130,04/05/2000,H,14/05/2019,humanidades,1,25156.88
2908364,Nombre 1131,Apellido 1131,07/05/1995,H,23/04/2015,medicina,1,25227.26
5797558,Nombre 1132,Apellido 1132,20/04/1999,M,07/02/2025,ingeniería,0,
7331323,Nombre 1133,Apellido 1133,16/02/2004,M,11/02/2024,humanidades,1,25301.97
2822262,Nombre 1134,Apellido 1134,23/12/1994,M,19/03/2016,ciencias sociales,1,25330.17
8142314,Nombre 1135,Apellido 1135,12/10/1981,M,26/12/2005,humanidades,0,
5007469,Nombre 1136,Apellido 1136,22/09/1989,H,09/02/2011,ciencias sociales,1,25395.61
6722080,Nombre 1137,Apellido 1137,25/10/1991,M,26/12/2023,ciencias sociales,1,25422.28
2380288,Nombre 1138,Apellido 1138,16/04/1985,M,22/07/2006,ciencias sociales,0,
8981850,Nombre 1139,Apellido 1139,10/04/1985,H,17/05/2026,humanidades,1,25432.2
8016206,Nombre 1140,Apellido 1140,06/12/1989,H,08/02/2021,humanidades,1,25649.87
6062661,Nombre 1141,Apellido 1141,26/06/1975,H,14/05/2002,ingeniería,1,25682.86
8508636,Nombre 1142,Apellido 1142,12/02/1999,M,16/06/2026,medicina,1,25708.84
3906405,Nombre 1143,Apellido 1143,23/03/2001,M,19/09/2021,ciencias sociales,0,
6903368,Nombre 1144,Apellido 1144,06/11/1998,H,18/01/2025,medicina,1,25726.71
4536140,Nombre 1145,Apellido 1145,29/06/1979,M,03/02/2002,ciencias sociales,1,25751.02
6991523,Nombre 1146,Apellido 1146,19/04/1998,M,18/02/2019,humanidades,1,25786.8
6512326,Nombre 1147,Apellido 1147,25/09/2004,H,02/05/2025,humanidades,1,25794.7
8182878,Nombre 1148,Apellido 1148,29/10/2004,H,10/01/2026,ingeniería,1,25825.4
6947571,Nombre 1149,Apellido 1149,08/10/1980,M,12/11/2013,humanidades,1,26082.84
9540104,Nombre 1150,Apellido 1150,05/01/1991,H,28/08/2020,ingeniería,0,
5667424,Nombre 1151,Apellido 1151,02/01/1991,M,06/05/2026,ciencias sociales,1,26122.04
4151302,Nombre 1152,Apellido 1152,07/01/1971,H,24/06/2011,medicina,1,26149.08
4221339,Nombre 1153,Apellido 1153,09/02/1999,M,12/07/2026,ciencias sociales,1,26239.73
1667730,Nombre 1154,Apellido 1154,15/01/2001,M,31/01/2021,ciencias sociales,1,26281.75
3952821,Nombre 1155,Apellido 1155,26/02/1983,M,22/06/2019,humanidades,1,26423.52
4972075,Nombre 1156,Apellido 1156,19/07/1996,M,10/11/2015,medicina,1,26427.26
1927172,Nombre 1157,Apellido 1157,14/05/1972,H,29/07/2008,humanidades,1,26483.52
1403843,Nombre 1158,Apellido 1158,28/08/1982,M,15/05/2022,medicina,1,26501.12
6361270,Nombre 1159,Apellido 1159,31/01/1978,H,30/04/2024,medicina,1,26678.33
2116599,Nombre 1160,Apellido 1160,17/10/1981,M,22/01/2008,ingeniería,1,26680.02
5634321,Nombre 1161,Apellido 1161,06/05/1985,M,27/12/2015,humanidades,1,26766.41
8048581,Nombre 1162,Apellido 1162,21/09/1980,M,15/06/2024,ciencias sociales,1,26767.05
7626759,Nombre 1163,Apellido 1163,16/12/1990,M,31/12/2016,ciencias sociales,1,26767.86
7224759,Nombre 1164,Apellido 1164,06/09/1983,M,15/04/2012,humanidades,1,26780.71
1899461,Nombre 1165,Apellido 1165,08/06/2000,H,17/04/2026,humanidades,1,26845.22
9374347,Nombre 1166,Apellido 1166,11/08/1993,H,13/02/2013,medicina,1,26854.85
3416148,Nombre 1167,Apellido 1167,03/12/1987,M,31/07/2017,humanidades,1,26869.23
5820029,Nombre 1168,Apellido 1168,07/01/1986,H,27/08/2013,humanidades,1,26919.77
6382404,Nombre 1169,Apellido 1169,03/02/2003,M,15/11/2022,medicina,0,
6014722,Nombre 1170,Apellido 1170,05/04/1997,M,22/10/2021,ingeniería,1,26992.88
2317888,Nombre 1171,Apellido 1171,26/04/1970,M,06/03/2016,humanidades,1,27096.55
2259207,Nombre 1172,Apellido 1172,23/05/1985,M,01/11/2018,ciencias sociales,1,27106.32
5177105,Nombre 1173,Apellido 1173,06/01/1999,M,19/07/2026,medicina,1,27177.65
1492165,Nombre 1174,Apellido 1174,16/06/1999,M,10/05/2021,medicina,0,
7408464,Nombre 1175,Apellido 1175,04/11/1984,M,02/10/2007,ciencias sociales,1,27337
6356243,Nombre 1176,Apellido 1176,19/05/1996,M,09/11/2022,humanidades,1,27391.8
2889328,Nombre 1177,Apellido 1177,29/08/1996,M,03/02/2020,humanidades,1,27412.87
2575703,Nombre 1178,Apellido 1178,29/03/2006,H,25/07/2025,ingeniería,1,27651.16
8666087,Nombre 1179,Apellido 1179,01/11/1976,H,18/09/2001,humanidades,1,27666.79
9646019,Nombre 1180,Apellido 1180,05/08/1977,M,21/12/2004,humanidades,1,27675.97
5570441,Nombre 1181,Apellido 1181,04/08/1986,H,13/09/2014,medicina,1,27802.03
1551353,Nombre 1182,Apellido 1182,10/03/1981,M,21/12/2000,ciencias sociales,1,27852.36
8669312,Nombre 1183,Apellido 1183,11/05/2007,H,18/06/2026,medicina,1,28085.76
7411239,Nombre 1184,Apellido 1184,13/06/1994,M,05/06/2016,humanidades,1,28104.87
5646032,Nombre 1185,Apellido 1185,09/04/2000,M,11/02/2024,medicina,1,28336.41
1673857,Nombre 1186,Apellido 1186,10/10/1995,M,26/12/2020,humanidades,0,
7074941,Nombre 1187,Apellido 1187,12/08/1980,H,12/01/2011,ciencias sociales,1,28443.5
9428927,Nombre 1188,Apellido 1188,09/09/1978,M,01/05/2001,ingeniería,1,28472.52
3808018,Nombre 1189,Apellido 1189,08/07/1977,M,14/03/2017,humanidades,1,28474.07
6597986,Nombre 1190,Apellido 1190,09/07/1978,M,23/07/2016,ciencias sociales,1,28516.81
3455584,Nombre 1191,Apellido 1191,08/07/1987,M,01/04/2013,ingeniería,1,28734.59
7403744,Nombre 1192,Apellido 1192,07/02/1973,H,11/06/2020,humanidades,1,28925.99
2081708,Nombre 1193,Apellido 1193,01/11/1974,M,16/05/2021,humanidades,1,29041.8
1732947,Nombre 1194,Apellido 1194,23/05/2004,H,26/05/2024,ingeniería,1,29092.69
8788881,Nombre 1195,Apellido 1195,29/04/1978,H,31/10/2005,ciencias sociales,1,29187.52
5607871,Nombre 1196,Apellido 1196,29/11/1995,M,01/03/2016,humanidades,1,29215.36
4709605,Nombre 1197,Apellido 1197,08/07/1977,H,03/05/2011,ciencias sociales,1,29229
1828801,Nombre 1198,Apellido 1198,10/01/1971,M,30/04/1995,medicina,0,
1381991,Nombre 1199,Apellido 1199,06/05/2001,H,12/01/2025,humanidades,0,
8444187,Nombre 1200,Apellido 1200,08/04/1975,H,05/09/2021,ciencias sociales,1,29299.64
6191333,Nombre 1201,Apellido 1201,24/03/1989,M,13/12/2016,ciencias sociales,1,29325.64
2720478,Nombre 1202,Apellido 1202,14/07/1977,M,29/08/2001,ciencias sociales,1,29518.66
1180995,Nombre 1203,Apellido 1203,30/03/1996,M,05/09/2018,ciencias sociales,1,29576.21
9661592,Nombre 1204,Apellido 1204,02/02/1973,M,08/02/2002,medicina,1,29594.1
3191810,Nombre 1205,Apellido 1205,19/10/2001,H,09/04/2026,humanidades,1,29609.17
